,name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,weekly_discount,monthly_discount,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
5042,Family Home walk to Chatswood ExpressBus to CBD,100%,f,19,19,f,-33.79638,151.19737,f,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,,,,96.0,60.0,4,7,1,555,1,1,555,555,1.0,555.0,18,48,78,261,28,16,86.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,18,18,0,0,1.3,$208.00
9212,A room in a beach house :D,,f,1,1,f,-33.89725,151.27088,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,215.0,21.0,1,0,10,20,10,10,20,20,10.0,20.0,0,0,0,0,0,0,,,,,,,,f,f,f,moderate,f,f,1,0,1,0,,$233.00
4746,Charming 3BR house in trendy Enmore/Marrickville,100%,f,4,4,t,-33.90303,151.16836,t,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,,,,114.0,41.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,4,2,2,0,,$220.00
9215,Beauty in the heart of Surry Hills,100%,f,9,9,t,-33.88153,151.2163,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,4.012841091,10.14981273,,111.0,2,0,1,1125,1,3,1125,1125,1.1,1125.0,23,53,83,170,128,39,94.0,9.0,9.0,9.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,9,9,0,0,3.42,$89.00
7762,"Beautiful Sea view, King bed and ensuite bathroom.",75%,f,2,2,f,-33.89202,151.27591999999999,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,17,17,17,17,0,0,,,,,,,,f,t,f,flexible,f,f,1,0,1,0,,$120.00
6261,Spacious and Comfortable Private Room,,f,2,2,t,-33.76815,150.89052,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,273.0,18.0,1,27,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,364,18,0,93.0,10.0,10.0,10.0,9.0,9.0,9.0,f,t,f,moderate,f,f,2,0,2,0,0.48,$55.00
7237,Stunning double bedroom with beautiful view,,f,1,1,f,-33.8408,151.22635,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,5,1,1,5,5,1.0,5.0,29,59,89,89,0,0,,,,,,,,f,f,f,moderate,f,f,1,0,1,0,,$99.00
6127,Great studio in Parisian Pott Point,0%,f,1,1,t,-33.86934,151.22544,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,6.367041199,,,1,0,90,1125,90,90,1125,1125,90.0,1125.0,30,60,90,152,2,0,100.0,10.0,9.0,10.0,9.0,9.0,9.0,f,t,f,flexible,f,f,1,1,0,0,0.04,$89.00
9762,Stylish one bedroom in the heart of everything!,100%,f,1,1,f,-33.883359999999996,151.21702,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,1125,2,21,1125,1125,3.2,1125.0,0,0,0,0,6,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,0.63,$150.00
5520,Modern 2 Bedder in the heart of Mt Druitt,100%,f,1,1,f,-33.76526,150.82303000000002,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,0.0,130.0,4,11,1,1125,2,3,1125,1125,2.0,1125.0,2,29,55,298,4,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,4.0,$92.00
1216,Short/Medium Term Rental in Heart of Surry Hills,94%,f,9,9,t,-33.88013,151.21218000000002,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,455.0,90.0,2,18,21,1125,21,21,1125,1125,21.0,1125.0,21,51,81,163,1,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,8,8,0,0,0.26,$110.00
8551,Modern Apt close to Westfield Hornsby & Train Stn,100%,t,6,6,f,-33.70646,151.09711000000001,t,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,160.0,64.0,2,16,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,24,13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,6,6,0,0,1.5,$125.00
6620,Central Sydney Apartment,100%,t,1,1,f,-33.88861,151.17824,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,13.41991342,,505.0,,1,15,2,200,2,2,200,200,2.0,200.0,0,0,0,0,22,17,99.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,0.54,$99.00
1064,The Mason's Family Home,,f,1,1,f,-33.87735,151.17578999999998,t,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,,,,,72.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,3,0,80.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.07,$249.00
3786,Mantra Apartment Best Location Syd City Centre??,100%,t,1,1,f,-33.871,151.20408999999998,t,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,700.0,,,233.0,53.0,2,13,7,90,7,7,90,90,7.0,90.0,25,55,80,346,141,27,91.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.26,$150.00
4410,Sunny apartment Inner West Sleeps 4,,f,1,1,t,-33.90874,151.11143,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,7.608695652000001,24.27536232,707.0,195.0,2,21,3,200,3,3,200,200,3.0,200.0,8,32,62,337,31,0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.72,$92.00
9486,"Central Station 1Bdrm Apartment, Gym and Pool 109h",100%,t,124,124,t,-33.88113,151.202,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,132.0,95.0,2,21,7,1124,7,7,1124,1124,7.0,1124.0,27,57,87,361,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,122,122,0,0,0.1,$190.00
7084,1 bedroom apartment in Potts Point / Wooloomooloo,100%,f,1,1,f,-33.866890000000005,151.2249,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,167.0,54.0,1,0,2,1125,2,3,1125,1125,2.1,1125.0,0,0,0,0,5,2,92.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.23,$120.00
5523,Rae-Rae's Retreat,,f,1,1,f,-33.89897,151.26013999999998,f,Apartment,Entire home/apt,5,1.0,3.0,4.0,Real Bed,,,,143.0,,1,0,5,14,5,5,14,14,5.0,14.0,0,0,0,25,3,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.16,$350.00
8686,Sydney Million Dollars View Studio,,f,1,1,t,-33.837309999999995,151.23709,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,1.098901099,10.25641026,231.0,192.0,1,0,180,1125,180,180,1125,1125,180.0,1125.0,0,0,0,0,5,0,95.0,10.0,7.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.08,$130.00
2161,"Art Deco building, walk to beach.",0%,f,1,1,f,-33.88706,151.26355,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,19,49,79,345,7,0,86.0,8.0,8.0,9.0,9.0,9.0,9.0,f,f,f,flexible,f,f,1,0,1,0,0.16,$69.00
3008,Cosy Room in a cute Terrace House,,f,1,1,t,-33.88077,151.21306,t,House,Private room,2,1.5,1.0,1.0,Real Bed,,,,,14.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,12,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,0,1,0,0.29,$71.00
1105,Apartment at Narrabeen,,f,1,1,f,-33.71625,151.29603999999998,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,0.0,73.0,3,0,2,21,2,2,21,21,2.0,21.0,0,0,0,172,2,2,90.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,0.22,$82.00
7569,Boutique private studio seven one four,100%,t,11,11,f,-33.891059999999996,151.25033,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,143.0,64.0,1,0,2,1124,2,5,1124,1124,2.7,1124.0,26,56,86,361,2,2,70.0,7.0,9.0,8.0,9.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,8,7,1,0,2.0,$140.00
692,"Beachside Apartment Bright, Clean & Comfortable",100%,f,1,1,f,-33.72254,151.29789,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,29,59,89,364,9,6,89.0,9.0,8.0,9.0,9.0,9.0,9.0,f,f,f,flexible,f,f,1,1,0,0,0.33,$130.00
9309,The Contemporary-hosted by:L'Abode Accommodation.,98%,f,206,206,t,-33.85882,151.27721,t,House,Entire home/apt,10,3.0,4.0,6.0,Real Bed,,,,95.0,44.0,1,0,4,1125,4,7,1125,1125,4.1,1125.0,0,0,0,57,18,2,91.0,9.0,8.0,9.0,9.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,172,172,0,0,0.39,"$1,049.00"
4956,"Trendy, modern apt in Central, Surry Hills",,f,1,1,f,-33.8875,151.20736000000002,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$300.00
6364,Luxury Townhouse Cremorne,100%,t,2,2,t,-33.83291,151.22812,f,Townhouse,Entire home/apt,6,3.5,3.0,3.0,Real Bed,,,,125.0,37.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,28,58,88,88,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.13,$401.00
8339,Beach House,,f,1,1,f,-33.76323,151.29582,t,House,Entire home/apt,9,3.0,5.0,6.0,Real Bed,,,,273.0,36.0,1,0,7,22,7,7,22,22,7.0,22.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$550.00
4369,PROS - Manly Pine View Cottage,86%,f,99,99,t,-33.78953,151.28506000000002,t,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,,,,426.0,109.0,1,0,30,1125,10,30,1125,1125,25.1,1125.0,0,0,0,89,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,98,98,0,0,,$352.00
2765,Stroll to Coogee Beach from a Modern Flat with Patio BBQ,98%,f,206,206,t,-33.91659,151.25811000000002,t,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,,,,158.0,89.0,1,0,2,1125,2,7,1125,1125,2.3,1125.0,12,12,12,201,32,19,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,172,172,0,0,1.73,$316.00
3929,"The Mira, Collaroy - Stunning Oceanview Apartment!",100%,f,1,1,f,-33.73174,151.30091000000002,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,120.0,60.0,2,40,7,14,7,7,14,14,7.0,14.0,4,34,56,331,11,11,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,1.76,$125.00
6878,Funky Stanmore Apartment with all the mod cons,,f,1,1,t,-33.89647,151.16279,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,0.26,$99.00
8590,THE HOMESTEAD-hosted by:L'Abode Accommodation.,98%,f,206,206,t,-33.8751,151.27088999999998,t,House,Entire home/apt,10,2.0,4.0,6.0,Real Bed,,,,173.0,78.0,1,0,3,1125,2,7,1125,1125,3.2,1125.0,0,0,2,2,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,172,172,0,0,,$578.00
7257,"Centrally Located Apartment, Skyline views - A2502",85%,f,148,148,t,-33.868120000000005,151.20983999999999,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,649.0,157.0,1,0,31,1124,5,31,1124,1124,28.0,1124.0,2,3,27,242,6,0,83.0,9.0,9.0,8.0,7.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,148,148,0,0,0.31,$154.00
6170,#Modern 4 bed/3 bath home with free parking,82%,f,16,16,t,-33.881409999999995,151.17586,f,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,,,,87.0,31.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,27,49,49,49,89,42,92.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,f,moderate,f,f,12,12,0,0,4.94,$401.00
628,Spacious and Elegant apartment,,f,1,1,t,-33.872640000000004,151.22463,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,,,1,0,5,9,5,5,9,9,5.0,9.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$195.00
2451,Close airport good view quite-2 spacious Bedroom,93%,f,22,22,t,-33.93725,151.15017,t,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,,,,0.0,86.0,1,0,5,100,5,5,100,100,5.0,100.0,0,0,0,0,5,5,84.0,8.0,9.0,8.0,8.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,18,15,3,0,0.77,$140.00
9572,Awake in a luxury brand new apartment beside river,100%,f,2,2,f,-33.81646,151.08391,f,Condominium,Entire home/apt,6,2.0,2.0,4.0,Real Bed,,,,385.0,69.0,4,23,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,16,10,91.0,9.0,9.0,9.0,9.0,9.0,10.0,f,t,f,moderate,f,f,2,2,0,0,1.03,$130.00
7347,Enchanting waterfront apartment,,f,1,1,f,-33.84891,151.20436999999998,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,15.0,1,0,2,7,2,2,7,7,2.0,7.0,29,59,89,90,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.05,$648.00
3824,Entire 1 bedroom courtyard apartment Surry Hills,100%,f,1,1,f,-33.88937,151.21598,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,77.0,1,0,7,30,7,7,30,30,7.0,30.0,21,23,23,61,0,0,,,,,,,,f,f,f,moderate,f,f,1,1,0,0,,$130.00
8828,Big bright sunny studio Darlinghurst/Kings Cross,100%,f,1,1,t,-33.87583,151.22043,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,,,0.0,68.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,5,35,65,238,0,0,,,,,,,,f,f,f,moderate,f,f,2,2,0,0,,$110.00
2652,"Chic inner city pad, spectacular views!",,f,1,1,f,-33.879940000000005,151.21827,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,25.0,1,0,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,19,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.16,$401.00
9645,Comfortable 3br Apartment in Centre - Heart of all,98%,f,29,29,f,-33.88541,151.20242,t,Apartment,Entire home/apt,9,2.0,3.0,4.0,Real Bed,,,,112.0,59.0,4,7,1,102,1,5,102,102,1.3,102.0,3,15,38,119,35,35,95.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,4,4,0,0,3.37,$268.00
3743,Waterfront 3 bedroom Penthouse near Bondi beach,100%,f,1,1,f,-33.898,151.27411999999998,t,Apartment,Entire home/apt,7,1.0,3.0,4.0,Real Bed,,,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,10,65,20,5,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.33,$300.00
2176,Master bedroom with Ensuite fully loaded in Ultimo,100%,f,2,2,f,-33.87809,151.1959,f,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,,704.0,70.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,,$71.00
9742,Sleep in the Sky over Bondi,,t,1,1,t,-33.894859999999994,151.27421999999999,t,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,,,,83.0,33.0,4,12,3,21,3,3,21,21,3.0,21.0,0,0,0,24,23,7,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,1.48,$599.00
9111,Modern 1 bedroom apartment 2 mins walk to beach,,f,1,1,t,-33.886309999999995,151.27751999999998,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,10,30,10,10,30,30,10.0,30.0,9,39,69,344,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$91.00
3318,2 bedroom furnished apartment-unit 2B,100%,f,9,9,f,-33.78934,151.0832,t,Serviced apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,,,,79.0,42.0,1,0,4,120,4,4,120,120,4.0,120.0,4,30,57,129,2,0,80.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,9,9,0,0,0.09,$190.00
7655,"China Town new safe 03apartment,near everywhere",,f,6,6,f,-33.871790000000004,151.20603,f,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,,,,176.0,41.0,2,18,1,31,1,1,31,31,1.0,31.0,0,0,0,0,44,0,85.0,9.0,9.0,8.0,8.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,6,6,0,0,1.29,$170.00
2787,Large family entertaining home,,f,3,3,f,-33.795559999999995,151.21488,t,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,,,,0.0,40.0,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$500.00
4105,The ultimate exclusive deep ocean views,100%,f,3,3,f,-33.86399,151.28158,t,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,,,,0.0,27.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,27,57,87,355,31,31,90.0,9.0,9.0,10.0,9.0,10.0,9.0,f,t,f,moderate,f,f,2,2,0,0,3.78,$751.00
6128,Beautiful Studio with Rooftop and Pool in Eliz Bay,0%,f,3,3,f,-33.87235,151.23027,t,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,,,,,1,0,7,30,7,7,30,30,7.0,30.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$160.00
1676,Stunning Federation home near City and Beaches,,f,1,1,f,-33.823440000000005,151.22942,t,House,Entire home/apt,8,3.0,4.0,6.0,Real Bed,,,,,,1,0,7,17,7,7,17,17,7.0,17.0,0,0,0,0,0,0,,,,,,,,f,t,f,moderate,f,f,1,1,0,0,,$700.00
3947,Large bedroom in a waterfront property,,f,1,1,f,-33.8371,151.15962,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,353.0,94.0,3,18,7,1125,7,7,1125,1125,7.0,1125.0,28,58,88,363,2,0,80.0,7.0,8.0,10.0,10.0,10.0,8.0,f,t,f,strict_14_with_grace_period,f,f,1,0,1,0,0.06,$85.00
4444,Harbour Foreshore Shared Accommod,100%,f,5,5,t,-33.85787,151.20625,t,House,Private room,1,2.0,1.0,1.0,Real Bed,,,,0.0,72.0,1,0,5,365,5,5,365,365,5.0,365.0,0,20,50,51,21,4,89.0,8.0,7.0,9.0,9.0,9.0,8.0,f,f,f,strict_14_with_grace_period,f,f,5,0,5,0,0.23,$69.00
2936,Bondi Beach Beauty,100%,f,23,23,t,-33.89398,151.27312,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,207.0,76.0,2,19,4,1125,1,30,1125,1125,6.4,1125.0,29,52,82,318,12,12,88.0,9.0,10.0,10.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,12,12,0,0,2.2,$242.00
6426,Perfect federation home for a  Sydney Xmas & NY,,f,1,1,f,-33.82629,151.22466,f,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,,,,,,1,0,7,17,7,7,17,17,7.0,17.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$950.00
9755,5 STARS - stylish apartment 1 minute from Beach,,f,1,1,f,-33.88995,151.27052,t,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,415.0,62.0,1,0,3,30,3,3,30,30,3.0,30.0,29,59,89,97,11,8,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.69,$241.00
5722,Beach and City living,100%,f,1,1,f,-33.95864,151.13751000000002,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,4,16,46,46,38,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,5.07,$65.00
7172,"?????????,?????????,???????????????,??????",,f,1,1,f,-33.91389,151.08039,t,Villa,Private room,3,2.0,1.0,3.0,Real Bed,,,,0.0,43.0,1,12,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,3,3,53.0,7.0,5.0,7.0,7.0,8.0,6.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.27,$81.00
2503,"??????,????????????",,f,1,1,f,-33.96116,151.10857,f,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,7,8,30,30,94.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,3.21,$112.00
8341,Terrace bedroom in bondi,,f,1,1,t,-33.88961,151.25596000000002,t,House,Private room,1,1.0,1.0,1.0,Real Bed,,,,0.0,0.0,1,27,3,45,3,3,45,45,3.0,45.0,21,51,81,82,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$75.00
2369,NYE 27th-9th Surry Hills Large Room available,,f,1,1,f,-33.88134,151.21212,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,28.0,1,0,5,12,5,5,12,12,5.0,12.0,0,0,0,0,3,0,90.0,9.0,9.0,9.0,9.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,0.1,$180.00
4967,Character filled Drummoyne Home,,f,1,1,f,-33.853,151.14721,t,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,,,,111.0,111.0,1,0,3,120,3,3,120,120,3.0,120.0,27,57,87,88,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$180.00
5883,"Kensington hideaway UNSW, Centennial parklands",100%,f,3,3,f,-33.916709999999995,151.22149,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,263.0,37.0,2,53,2,1125,2,2,1125,1125,2.0,1125.0,1,1,25,115,15,15,84.0,9.0,8.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,3,3,0,0,2.6,$95.00
2217,??? of Newtown | Loft w Balcony | King Bed | W/D ??,100%,f,14,14,f,-33.897079999999995,151.17524,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,400.0,64.0,4,0,3,90,1,7,90,90,3.1,90.0,26,56,77,127,2,2,90.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,f,flexible,f,f,13,13,0,0,0.49,$125.00
5847,Sunny Tamarama Apartment,,f,1,1,t,-33.89683,151.26798,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,,,,1,0,7,21,7,7,21,21,7.0,21.0,22,22,22,213,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$140.00
2218,2 Bedroom High Rise Apartment  ????????????????????????,100%,t,4,4,t,-33.96849,151.1101,t,Apartment,Entire home/apt,6,2.5,2.0,4.0,Real Bed,,,,150.0,100.0,1,0,1,365,1,1,365,365,1.0,365.0,8,8,8,128,9,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,f,strict_14_with_grace_period,f,f,4,4,0,0,0.77,$200.00
3326,"Great location, close to almost everything",,f,1,1,f,-33.83232,151.08486000000002,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,1,0,,,,,,,,f,f,f,moderate,f,f,1,0,1,0,0.03,$81.00
7551,Bedroom in the Heart of Bondi,,f,1,1,t,-33.888709999999996,151.26971,f,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$73.00
3583,Lovely Studio in Clovelly Village.  Great Transport Links.,100%,t,3,3,t,-33.90911,151.25595,t,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,0.0,74.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,26,50,79,133,51,36,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,3,3,0,0,2.36,$135.00
9663,LOVELY DOUBLE ROOM IN MANLY BEACH!,,f,1,1,f,-33.79721,151.27953,t,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,0,1,0,0.02,$81.00
7908,The Fox Hole,67%,f,1,1,t,-33.77301,151.26363999999998,f,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,0.0,59.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,20,21,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.53,$135.00
